Window_Index,Real_Label,Real_Activity,Predicted_Label,Predicted_Activity,Is_Correct
806,5,Walking,5,Walking,1
807,5,Walking,5,Walking,1
808,5,Walking,5,Walking,1
809,5,Walking,5,Walking,1
810,5,Walking,5,Walking,1
811,5,Walking,5,Walking,1
812,5,Walking,4,Upstairs,0
813,5,Walking,5,Walking,1
814,5,Walking,5,Walking,1
815,5,Walking,5,Walking,1
816,5,Walking,5,Walking,1
817,5,Walking,5,Walking,1
818,5,Walking,5,Walking,1
819,5,Walking,5,Walking,1
820,5,Walking,5,Walking,1
821,5,Walking,5,Walking,1
822,5,Walking,4,Upstairs,0
823,5,Walking,4,Upstairs,0
824,5,Walking,5,Walking,1
825,5,Walking,5,Walking,1
826,5,Walking,5,Walking,1
827,5,Walking,5,Walking,1
828,5,Walking,5,Walking,1
829,5,Walking,5,Walking,1
830,5,Walking,5,Walking,1
831,5,Walking,5,Walking,1
832,5,Walking,5,Walking,1
833,5,Walking,5,Walking,1
834,5,Walking,5,Walking,1
835,5,Walking,4,Upstairs,0
836,5,Walking,5,Walking,1
837,5,Walking,5,Walking,1
838,5,Walking,5,Walking,1
839,5,Walking,5,Walking,1
840,5,Walking,5,Walking,1
841,5,Walking,5,Walking,1
842,5,Walking,5,Walking,1
843,5,Walking,5,Walking,1
844,5,Walking,5,Walking,1
845,5,Walking,5,Walking,1
846,5,Walking,1,Jogging,0
847,5,Walking,1,Jogging,0
848,5,Walking,4,Upstairs,0
849,5,Walking,4,Upstairs,0
850,5,Walking,4,Upstairs,0
851,5,Walking,4,Upstairs,0
852,5,Walking,4,Upstairs,0
853,5,Walking,4,Upstairs,0
854,5,Walking,4,Upstairs,0
855,5,Walking,4,Upstairs,0
856,5,Walking,0,Downstairs,0
857,0,Downstairs,0,Downstairs,1
858,0,Downstairs,0,Downstairs,1
859,0,Downstairs,4,Upstairs,0
860,0,Downstairs,0,Downstairs,1
861,0,Downstairs,0,Downstairs,1
862,0,Downstairs,0,Downstairs,1
863,0,Downstairs,0,Downstairs,1
864,1,Jogging,1,Jogging,1
865,1,Jogging,1,Jogging,1
866,1,Jogging,1,Jogging,1
867,1,Jogging,1,Jogging,1
868,1,Jogging,1,Jogging,1
869,1,Jogging,1,Jogging,1
870,1,Jogging,1,Jogging,1
871,1,Jogging,1,Jogging,1
872,1,Jogging,1,Jogging,1
873,1,Jogging,1,Jogging,1
874,1,Jogging,1,Jogging,1
875,1,Jogging,1,Jogging,1
876,1,Jogging,1,Jogging,1
877,1,Jogging,1,Jogging,1
878,1,Jogging,1,Jogging,1
879,1,Jogging,1,Jogging,1
880,1,Jogging,1,Jogging,1
881,1,Jogging,1,Jogging,1
882,1,Jogging,1,Jogging,1
883,1,Jogging,1,Jogging,1
884,1,Jogging,1,Jogging,1
885,1,Jogging,1,Jogging,1
886,1,Jogging,1,Jogging,1
887,1,Jogging,1,Jogging,1
888,1,Jogging,1,Jogging,1
889,1,Jogging,1,Jogging,1
890,1,Jogging,1,Jogging,1
891,1,Jogging,1,Jogging,1
892,1,Jogging,1,Jogging,1
893,1,Jogging,1,Jogging,1
894,1,Jogging,1,Jogging,1
895,1,Jogging,1,Jogging,1
896,1,Jogging,1,Jogging,1
897,1,Jogging,1,Jogging,1
898,1,Jogging,1,Jogging,1
899,1,Jogging,1,Jogging,1
900,1,Jogging,1,Jogging,1
901,1,Jogging,1,Jogging,1
902,1,Jogging,1,Jogging,1
903,1,Jogging,1,Jogging,1
904,1,Jogging,1,Jogging,1
905,1,Jogging,1,Jogging,1
906,1,Jogging,1,Jogging,1
907,1,Jogging,1,Jogging,1
908,1,Jogging,1,Jogging,1
909,1,Jogging,1,Jogging,1
910,1,Jogging,1,Jogging,1
911,1,Jogging,1,Jogging,1
912,1,Jogging,1,Jogging,1
913,1,Jogging,1,Jogging,1
914,1,Jogging,1,Jogging,1
915,1,Jogging,1,Jogging,1
916,4,Upstairs,5,Walking,0
917,4,Upstairs,5,Walking,0
918,4,Upstairs,5,Walking,0
919,4,Upstairs,5,Walking,0
920,4,Upstairs,5,Walking,0
921,4,Upstairs,5,Walking,0
922,4,Upstairs,5,Walking,0
923,4,Upstairs,5,Walking,0
924,4,Upstairs,5,Walking,0
925,4,Upstairs,5,Walking,0
926,4,Upstairs,4,Upstairs,1
927,4,Upstairs,5,Walking,0
928,4,Upstairs,4,Upstairs,1
929,4,Upstairs,5,Walking,0
930,4,Upstairs,4,Upstairs,1
931,4,Upstairs,4,Upstairs,1
932,4,Upstairs,4,Upstairs,1
933,4,Upstairs,4,Upstairs,1
934,4,Upstairs,4,Upstairs,1
935,4,Upstairs,4,Upstairs,1
936,4,Upstairs,4,Upstairs,1
937,4,Upstairs,4,Upstairs,1
938,4,Upstairs,4,Upstairs,1
939,4,Upstairs,5,Walking,0
940,4,Upstairs,4,Upstairs,1
941,4,Upstairs,4,Upstairs,1
942,4,Upstairs,4,Upstairs,1
943,4,Upstairs,4,Upstairs,1
944,4,Upstairs,5,Walking,0
945,4,Upstairs,5,Walking,0
946,4,Upstairs,5,Walking,0
947,4,Upstairs,5,Walking,0
948,4,Upstairs,5,Walking,0
949,4,Upstairs,5,Walking,0
950,4,Upstairs,5,Walking,0
951,4,Upstairs,5,Walking,0
952,4,Upstairs,4,Upstairs,1
953,4,Upstairs,4,Upstairs,1
954,4,Upstairs,5,Walking,0
955,4,Upstairs,4,Upstairs,1
956,4,Upstairs,4,Upstairs,1
957,4,Upstairs,4,Upstairs,1
958,4,Upstairs,4,Upstairs,1
959,4,Upstairs,4,Upstairs,1
960,4,Upstairs,4,Upstairs,1
961,4,Upstairs,4,Upstairs,1
962,4,Upstairs,4,Upstairs,1
963,4,Upstairs,5,Walking,0
964,4,Upstairs,4,Upstairs,1
965,4,Upstairs,4,Upstairs,1
966,4,Upstairs,4,Upstairs,1
967,4,Upstairs,4,Upstairs,1
968,4,Upstairs,4,Upstairs,1
969,4,Upstairs,5,Walking,0
970,4,Upstairs,4,Upstairs,1
971,4,Upstairs,5,Walking,0
972,5,Walking,4,Upstairs,0
973,5,Walking,4,Upstairs,0
974,5,Walking,4,Upstairs,0
975,5,Walking,4,Upstairs,0
976,5,Walking,4,Upstairs,0
977,5,Walking,5,Walking,1
978,5,Walking,5,Walking,1
979,5,Walking,5,Walking,1
980,5,Walking,5,Walking,1
981,5,Walking,5,Walking,1
982,5,Walking,5,Walking,1
983,5,Walking,5,Walking,1
984,5,Walking,5,Walking,1
985,5,Walking,5,Walking,1
986,5,Walking,5,Walking,1
987,5,Walking,5,Walking,1
988,5,Walking,5,Walking,1
989,5,Walking,5,Walking,1
990,5,Walking,5,Walking,1
991,5,Walking,5,Walking,1
992,5,Walking,5,Walking,1
993,5,Walking,5,Walking,1
994,5,Walking,4,Upstairs,0
995,5,Walking,4,Upstairs,0
996,5,Walking,5,Walking,1
997,5,Walking,5,Walking,1
998,5,Walking,5,Walking,1
999,5,Walking,5,Walking,1
1000,5,Walking,5,Walking,1
1001,5,Walking,5,Walking,1
1002,5,Walking,5,Walking,1
1003,5,Walking,5,Walking,1
1004,5,Walking,5,Walking,1
1005,5,Walking,5,Walking,1
1006,5,Walking,5,Walking,1
1007,5,Walking,5,Walking,1
1008,5,Walking,5,Walking,1
1009,5,Walking,5,Walking,1
1010,5,Walking,5,Walking,1
1011,5,Walking,5,Walking,1
1012,5,Walking,5,Walking,1
1013,5,Walking,5,Walking,1
1014,5,Walking,5,Walking,1
1015,5,Walking,5,Walking,1
1016,5,Walking,5,Walking,1
1017,5,Walking,5,Walking,1
1018,5,Walking,5,Walking,1
1019,5,Walking,5,Walking,1
1020,5,Walking,5,Walking,1
1021,5,Walking,4,Upstairs,0
1022,5,Walking,4,Upstairs,0
1023,5,Walking,4,Upstairs,0
1024,5,Walking,4,Upstairs,0
1025,5,Walking,4,Upstairs,0
1026,5,Walking,5,Walking,1
1027,5,Walking,5,Walking,1
1028,5,Walking,0,Downstairs,0
1029,5,Walking,4,Upstairs,0
1030,5,Walking,4,Upstairs,0
1031,5,Walking,4,Upstairs,0
1032,5,Walking,4,Upstairs,0
1033,5,Walking,4,Upstairs,0
1034,5,Walking,4,Upstairs,0
1035,5,Walking,4,Upstairs,0
1036,5,Walking,4,Upstairs,0
1037,5,Walking,4,Upstairs,0
1038,5,Walking,4,Upstairs,0
1039,5,Walking,4,Upstairs,0
1040,5,Walking,4,Upstairs,0
1041,5,Walking,4,Upstairs,0
1042,5,Walking,4,Upstairs,0
1043,5,Walking,4,Upstairs,0
1044,5,Walking,4,Upstairs,0
1045,5,Walking,4,Upstairs,0
1046,5,Walking,4,Upstairs,0
1047,5,Walking,4,Upstairs,0
1048,5,Walking,4,Upstairs,0
1049,5,Walking,4,Upstairs,0
1050,5,Walking,5,Walking,1
1051,5,Walking,4,Upstairs,0
1052,5,Walking,4,Upstairs,0
1053,5,Walking,5,Walking,1
1054,5,Walking,4,Upstairs,0
1055,5,Walking,4,Upstairs,0
1056,5,Walking,4,Upstairs,0
1057,5,Walking,4,Upstairs,0
1058,5,Walking,4,Upstairs,0
1059,5,Walking,4,Upstairs,0
1060,5,Walking,4,Upstairs,0
1061,5,Walking,4,Upstairs,0
1062,5,Walking,4,Upstairs,0
1063,5,Walking,4,Upstairs,0
1064,5,Walking,4,Upstairs,0
1065,5,Walking,4,Upstairs,0
1066,5,Walking,4,Upstairs,0
1067,5,Walking,0,Downstairs,0
1068,0,Downstairs,4,Upstairs,0
1069,0,Downstairs,4,Upstairs,0
1070,0,Downstairs,4,Upstairs,0
1071,0,Downstairs,4,Upstairs,0
1072,1,Jogging,1,Jogging,1
1073,1,Jogging,1,Jogging,1
1074,1,Jogging,1,Jogging,1
1075,1,Jogging,1,Jogging,1
1076,1,Jogging,1,Jogging,1
1077,1,Jogging,1,Jogging,1
1078,1,Jogging,1,Jogging,1
1079,1,Jogging,1,Jogging,1
1080,1,Jogging,1,Jogging,1
1081,1,Jogging,1,Jogging,1
1082,1,Jogging,1,Jogging,1
1083,1,Jogging,1,Jogging,1
1084,1,Jogging,1,Jogging,1
1085,1,Jogging,1,Jogging,1
1086,1,Jogging,1,Jogging,1
1087,1,Jogging,1,Jogging,1
1088,1,Jogging,1,Jogging,1
1089,1,Jogging,1,Jogging,1
1090,1,Jogging,1,Jogging,1
1091,1,Jogging,1,Jogging,1
1092,1,Jogging,1,Jogging,1
1093,1,Jogging,1,Jogging,1
1094,1,Jogging,1,Jogging,1
1095,1,Jogging,1,Jogging,1
1096,1,Jogging,1,Jogging,1
1097,1,Jogging,1,Jogging,1
1098,1,Jogging,1,Jogging,1
1099,1,Jogging,1,Jogging,1
1100,1,Jogging,1,Jogging,1
1101,1,Jogging,1,Jogging,1
1102,1,Jogging,1,Jogging,1
1103,1,Jogging,1,Jogging,1
1104,1,Jogging,1,Jogging,1
1105,1,Jogging,1,Jogging,1
1106,1,Jogging,1,Jogging,1
1107,1,Jogging,1,Jogging,1
1108,1,Jogging,1,Jogging,1
1109,1,Jogging,1,Jogging,1
1110,1,Jogging,1,Jogging,1
1111,1,Jogging,1,Jogging,1
1112,1,Jogging,1,Jogging,1
1113,1,Jogging,1,Jogging,1
1114,1,Jogging,1,Jogging,1
1115,1,Jogging,1,Jogging,1
1116,1,Jogging,1,Jogging,1
1117,1,Jogging,1,Jogging,1
1118,1,Jogging,1,Jogging,1
1119,1,Jogging,1,Jogging,1
1120,4,Upstairs,1,Jogging,0
1121,4,Upstairs,1,Jogging,0
1122,4,Upstairs,1,Jogging,0
1123,4,Upstairs,1,Jogging,0
1124,5,Walking,5,Walking,1
1125,5,Walking,5,Walking,1
1126,5,Walking,5,Walking,1
1127,5,Walking,5,Walking,1
1128,5,Walking,5,Walking,1
1129,5,Walking,5,Walking,1
1130,5,Walking,5,Walking,1
1131,5,Walking,5,Walking,1
1132,5,Walking,5,Walking,1
1133,5,Walking,5,Walking,1
1134,5,Walking,5,Walking,1
1135,5,Walking,5,Walking,1
1136,5,Walking,5,Walking,1
1137,5,Walking,5,Walking,1
1138,5,Walking,5,Walking,1
1139,5,Walking,5,Walking,1
1140,5,Walking,5,Walking,1
1141,5,Walking,5,Walking,1
1142,5,Walking,5,Walking,1
1143,5,Walking,5,Walking,1
1144,5,Walking,5,Walking,1
1145,5,Walking,5,Walking,1
1146,5,Walking,5,Walking,1
1147,5,Walking,5,Walking,1
1148,5,Walking,5,Walking,1
1149,5,Walking,5,Walking,1
1150,5,Walking,5,Walking,1
1151,5,Walking,5,Walking,1
1152,5,Walking,5,Walking,1
1153,5,Walking,5,Walking,1
1154,5,Walking,5,Walking,1
1155,5,Walking,5,Walking,1
1156,5,Walking,5,Walking,1
1157,5,Walking,5,Walking,1
1158,5,Walking,5,Walking,1
1159,5,Walking,5,Walking,1
1160,5,Walking,5,Walking,1
1161,5,Walking,5,Walking,1
1162,5,Walking,5,Walking,1
1163,5,Walking,5,Walking,1
1164,5,Walking,5,Walking,1
1165,5,Walking,5,Walking,1
1166,5,Walking,5,Walking,1
1167,5,Walking,5,Walking,1
1168,5,Walking,5,Walking,1
1169,5,Walking,5,Walking,1
1170,5,Walking,5,Walking,1
1171,5,Walking,5,Walking,1
1172,5,Walking,5,Walking,1
1173,5,Walking,5,Walking,1
1174,5,Walking,5,Walking,1
1175,5,Walking,5,Walking,1
1176,5,Walking,5,Walking,1
1177,5,Walking,5,Walking,1
1178,5,Walking,4,Upstairs,0
1179,0,Downstairs,5,Walking,0
1180,0,Downstairs,5,Walking,0
1181,0,Downstairs,5,Walking,0
1182,0,Downstairs,5,Walking,0
1183,0,Downstairs,5,Walking,0
1184,0,Downstairs,0,Downstairs,1
1185,1,Jogging,1,Jogging,1
1186,1,Jogging,1,Jogging,1
1187,1,Jogging,1,Jogging,1
1188,1,Jogging,1,Jogging,1
1189,1,Jogging,1,Jogging,1
1190,1,Jogging,1,Jogging,1
1191,1,Jogging,1,Jogging,1
1192,1,Jogging,1,Jogging,1
1193,1,Jogging,1,Jogging,1
1194,1,Jogging,1,Jogging,1
1195,1,Jogging,1,Jogging,1
1196,1,Jogging,1,Jogging,1
1197,1,Jogging,1,Jogging,1
1198,1,Jogging,1,Jogging,1
1199,1,Jogging,1,Jogging,1
1200,1,Jogging,1,Jogging,1
1201,1,Jogging,1,Jogging,1
1202,1,Jogging,1,Jogging,1
1203,1,Jogging,1,Jogging,1
1204,1,Jogging,1,Jogging,1
1205,1,Jogging,1,Jogging,1
1206,1,Jogging,1,Jogging,1
1207,1,Jogging,1,Jogging,1
1208,1,Jogging,1,Jogging,1
1209,1,Jogging,1,Jogging,1
1210,1,Jogging,1,Jogging,1
1211,4,Upstairs,5,Walking,0
1212,4,Upstairs,5,Walking,0
1213,4,Upstairs,5,Walking,0
1214,4,Upstairs,5,Walking,0
1215,4,Upstairs,5,Walking,0
1216,4,Upstairs,5,Walking,0
1217,4,Upstairs,5,Walking,0
1218,4,Upstairs,4,Upstairs,1
1219,4,Upstairs,5,Walking,0
1220,5,Walking,5,Walking,1
1221,5,Walking,5,Walking,1
1222,5,Walking,5,Walking,1
1223,5,Walking,5,Walking,1
1224,5,Walking,5,Walking,1
1225,5,Walking,5,Walking,1
1226,5,Walking,5,Walking,1
1227,5,Walking,5,Walking,1
1228,5,Walking,5,Walking,1
1229,5,Walking,5,Walking,1
1230,5,Walking,5,Walking,1
1231,5,Walking,5,Walking,1
1232,5,Walking,5,Walking,1
1233,5,Walking,5,Walking,1
1234,5,Walking,5,Walking,1
1235,5,Walking,5,Walking,1
1236,5,Walking,5,Walking,1
1237,5,Walking,5,Walking,1
1238,5,Walking,5,Walking,1
1239,5,Walking,5,Walking,1
1240,5,Walking,5,Walking,1
1241,5,Walking,5,Walking,1
1242,5,Walking,5,Walking,1
1243,5,Walking,5,Walking,1
1244,5,Walking,5,Walking,1
1245,5,Walking,5,Walking,1
1246,5,Walking,5,Walking,1
1247,5,Walking,5,Walking,1
1248,5,Walking,5,Walking,1
1249,5,Walking,5,Walking,1
1250,5,Walking,5,Walking,1
1251,5,Walking,5,Walking,1
1252,5,Walking,5,Walking,1
1253,5,Walking,5,Walking,1
1254,5,Walking,5,Walking,1
1255,5,Walking,5,Walking,1
1256,5,Walking,5,Walking,1
1257,5,Walking,5,Walking,1
1258,5,Walking,5,Walking,1
1259,5,Walking,5,Walking,1
1260,5,Walking,5,Walking,1
1261,5,Walking,5,Walking,1
1262,5,Walking,5,Walking,1
1263,5,Walking,5,Walking,1
1264,5,Walking,5,Walking,1
1265,5,Walking,5,Walking,1
1266,5,Walking,5,Walking,1
1267,5,Walking,5,Walking,1
1268,5,Walking,5,Walking,1
1269,5,Walking,5,Walking,1
1270,5,Walking,5,Walking,1
1271,5,Walking,5,Walking,1
1272,5,Walking,5,Walking,1
1273,0,Downstairs,0,Downstairs,1
1274,0,Downstairs,0,Downstairs,1
1275,0,Downstairs,0,Downstairs,1
1276,0,Downstairs,0,Downstairs,1
1277,0,Downstairs,0,Downstairs,1
1278,0,Downstairs,5,Walking,0
1279,1,Jogging,1,Jogging,1
1280,1,Jogging,1,Jogging,1
1281,1,Jogging,1,Jogging,1
1282,1,Jogging,1,Jogging,1
1283,1,Jogging,1,Jogging,1
1284,1,Jogging,1,Jogging,1
1285,1,Jogging,1,Jogging,1
1286,1,Jogging,1,Jogging,1
1287,1,Jogging,1,Jogging,1
1288,1,Jogging,1,Jogging,1
1289,1,Jogging,1,Jogging,1
1290,1,Jogging,1,Jogging,1
1291,1,Jogging,1,Jogging,1
1292,1,Jogging,1,Jogging,1
1293,1,Jogging,1,Jogging,1
1294,1,Jogging,1,Jogging,1
1295,1,Jogging,1,Jogging,1
1296,1,Jogging,1,Jogging,1
1297,1,Jogging,1,Jogging,1
1298,1,Jogging,1,Jogging,1
1299,1,Jogging,1,Jogging,1
1300,1,Jogging,4,Upstairs,0
1301,4,Upstairs,0,Downstairs,0
1302,4,Upstairs,4,Upstairs,1
1303,4,Upstairs,4,Upstairs,1
1304,4,Upstairs,4,Upstairs,1
1305,4,Upstairs,4,Upstairs,1
1306,4,Upstairs,4,Upstairs,1
1307,4,Upstairs,4,Upstairs,1
1308,4,Upstairs,4,Upstairs,1
1309,4,Upstairs,4,Upstairs,1
1310,4,Upstairs,4,Upstairs,1
1311,5,Walking,5,Walking,1
1312,5,Walking,5,Walking,1
1313,5,Walking,5,Walking,1
1314,5,Walking,5,Walking,1
1315,5,Walking,5,Walking,1
1316,5,Walking,5,Walking,1
1317,5,Walking,5,Walking,1
1318,5,Walking,5,Walking,1
1319,5,Walking,5,Walking,1
1320,5,Walking,5,Walking,1
1321,5,Walking,5,Walking,1
1322,5,Walking,5,Walking,1
1323,5,Walking,5,Walking,1
1324,5,Walking,5,Walking,1
1325,5,Walking,5,Walking,1
1326,5,Walking,5,Walking,1
1327,5,Walking,5,Walking,1
1328,5,Walking,5,Walking,1
1329,5,Walking,5,Walking,1
1330,5,Walking,5,Walking,1
1331,5,Walking,5,Walking,1
1332,5,Walking,5,Walking,1
1333,5,Walking,5,Walking,1
1334,5,Walking,5,Walking,1
1335,5,Walking,5,Walking,1
1336,5,Walking,5,Walking,1
1337,5,Walking,5,Walking,1
1338,5,Walking,5,Walking,1
1339,5,Walking,5,Walking,1
1340,5,Walking,5,Walking,1
1341,5,Walking,5,Walking,1
1342,5,Walking,5,Walking,1
1343,5,Walking,5,Walking,1
1344,5,Walking,5,Walking,1
1345,5,Walking,5,Walking,1
1346,5,Walking,5,Walking,1
1347,5,Walking,5,Walking,1
1348,5,Walking,5,Walking,1
1349,5,Walking,5,Walking,1
1350,5,Walking,5,Walking,1
1351,5,Walking,5,Walking,1
1352,5,Walking,5,Walking,1
1353,5,Walking,5,Walking,1
1354,5,Walking,5,Walking,1
1355,5,Walking,5,Walking,1
1356,5,Walking,5,Walking,1
1357,5,Walking,5,Walking,1
1358,5,Walking,5,Walking,1
1359,5,Walking,5,Walking,1
1360,5,Walking,5,Walking,1
1361,5,Walking,5,Walking,1
1362,5,Walking,5,Walking,1
1363,0,Downstairs,5,Walking,0
1364,0,Downstairs,5,Walking,0
1365,0,Downstairs,5,Walking,0
1366,0,Downstairs,5,Walking,0
1367,0,Downstairs,5,Walking,0
1368,0,Downstairs,5,Walking,0
1369,0,Downstairs,5,Walking,0
1370,0,Downstairs,5,Walking,0
1371,0,Downstairs,5,Walking,0
1372,0,Downstairs,1,Jogging,0
1373,1,Jogging,1,Jogging,1
1374,1,Jogging,1,Jogging,1
1375,1,Jogging,1,Jogging,1
1376,1,Jogging,1,Jogging,1
1377,1,Jogging,1,Jogging,1
1378,1,Jogging,1,Jogging,1
1379,1,Jogging,1,Jogging,1
1380,1,Jogging,1,Jogging,1
1381,1,Jogging,1,Jogging,1
1382,1,Jogging,1,Jogging,1
1383,1,Jogging,1,Jogging,1
1384,1,Jogging,1,Jogging,1
1385,1,Jogging,1,Jogging,1
1386,1,Jogging,1,Jogging,1
1387,1,Jogging,1,Jogging,1
1388,1,Jogging,1,Jogging,1
1389,1,Jogging,1,Jogging,1
1390,1,Jogging,1,Jogging,1
1391,1,Jogging,1,Jogging,1
1392,1,Jogging,1,Jogging,1
1393,1,Jogging,1,Jogging,1
1394,1,Jogging,1,Jogging,1
1395,1,Jogging,1,Jogging,1
1396,1,Jogging,1,Jogging,1
1397,1,Jogging,1,Jogging,1
1398,1,Jogging,1,Jogging,1
1399,1,Jogging,1,Jogging,1
1400,1,Jogging,1,Jogging,1
1401,1,Jogging,1,Jogging,1
1402,1,Jogging,1,Jogging,1
1403,1,Jogging,1,Jogging,1
1404,1,Jogging,1,Jogging,1
1405,1,Jogging,1,Jogging,1
1406,1,Jogging,1,Jogging,1
1407,1,Jogging,1,Jogging,1
1408,1,Jogging,1,Jogging,1
1409,1,Jogging,1,Jogging,1
1410,1,Jogging,1,Jogging,1
1411,1,Jogging,1,Jogging,1
1412,1,Jogging,1,Jogging,1
1413,1,Jogging,1,Jogging,1
1414,1,Jogging,1,Jogging,1
1415,1,Jogging,1,Jogging,1
1416,1,Jogging,1,Jogging,1
1417,1,Jogging,1,Jogging,1
1418,1,Jogging,1,Jogging,1
1419,4,Upstairs,5,Walking,0
1420,4,Upstairs,4,Upstairs,1
1421,4,Upstairs,4,Upstairs,1
1422,4,Upstairs,4,Upstairs,1
1423,4,Upstairs,4,Upstairs,1
1424,4,Upstairs,4,Upstairs,1
1425,4,Upstairs,4,Upstairs,1
1426,4,Upstairs,4,Upstairs,1
1427,4,Upstairs,4,Upstairs,1
1428,4,Upstairs,4,Upstairs,1
1429,4,Upstairs,5,Walking,0
1430,5,Walking,5,Walking,1
1431,5,Walking,5,Walking,1
1432,5,Walking,5,Walking,1
1433,5,Walking,5,Walking,1
1434,5,Walking,5,Walking,1
1435,5,Walking,5,Walking,1
1436,5,Walking,5,Walking,1
1437,5,Walking,5,Walking,1
1438,5,Walking,5,Walking,1
1439,5,Walking,5,Walking,1
1440,5,Walking,5,Walking,1
1441,5,Walking,5,Walking,1
1442,5,Walking,5,Walking,1
1443,5,Walking,5,Walking,1
1444,5,Walking,5,Walking,1
1445,5,Walking,5,Walking,1
1446,5,Walking,5,Walking,1
1447,5,Walking,5,Walking,1
1448,5,Walking,4,Upstairs,0
1449,5,Walking,5,Walking,1
1450,5,Walking,5,Walking,1
1451,5,Walking,4,Upstairs,0
1452,5,Walking,5,Walking,1
1453,5,Walking,5,Walking,1
1454,5,Walking,5,Walking,1
1455,5,Walking,5,Walking,1
1456,5,Walking,5,Walking,1
1457,5,Walking,5,Walking,1
1458,5,Walking,5,Walking,1
1459,5,Walking,5,Walking,1
1460,5,Walking,5,Walking,1
1461,5,Walking,5,Walking,1
1462,5,Walking,5,Walking,1
1463,5,Walking,5,Walking,1
1464,5,Walking,5,Walking,1
1465,5,Walking,5,Walking,1
1466,5,Walking,5,Walking,1
1467,5,Walking,5,Walking,1
1468,5,Walking,5,Walking,1
1469,5,Walking,5,Walking,1
1470,5,Walking,5,Walking,1
1471,5,Walking,5,Walking,1
1472,5,Walking,5,Walking,1
1473,5,Walking,5,Walking,1
1474,5,Walking,5,Walking,1
1475,5,Walking,5,Walking,1
1476,0,Downstairs,5,Walking,0
1477,0,Downstairs,5,Walking,0
1478,0,Downstairs,0,Downstairs,1
1479,0,Downstairs,0,Downstairs,1
1480,0,Downstairs,0,Downstairs,1
1481,0,Downstairs,0,Downstairs,1
1482,0,Downstairs,0,Downstairs,1
1483,1,Jogging,1,Jogging,1
1484,1,Jogging,1,Jogging,1
1485,1,Jogging,1,Jogging,1
1486,1,Jogging,1,Jogging,1
1487,1,Jogging,1,Jogging,1
1488,1,Jogging,1,Jogging,1
1489,1,Jogging,1,Jogging,1
1490,1,Jogging,1,Jogging,1
1491,1,Jogging,1,Jogging,1
1492,1,Jogging,1,Jogging,1
1493,1,Jogging,1,Jogging,1
1494,1,Jogging,1,Jogging,1
1495,1,Jogging,1,Jogging,1
1496,1,Jogging,1,Jogging,1
1497,1,Jogging,1,Jogging,1
1498,1,Jogging,1,Jogging,1
1499,1,Jogging,1,Jogging,1
1500,1,Jogging,1,Jogging,1
1501,1,Jogging,1,Jogging,1
1502,1,Jogging,1,Jogging,1
1503,1,Jogging,1,Jogging,1
1504,1,Jogging,1,Jogging,1
1505,1,Jogging,1,Jogging,1
1506,1,Jogging,1,Jogging,1
1507,1,Jogging,1,Jogging,1
1508,1,Jogging,1,Jogging,1
1509,1,Jogging,1,Jogging,1
1510,1,Jogging,1,Jogging,1
1511,1,Jogging,1,Jogging,1
1512,1,Jogging,1,Jogging,1
1513,1,Jogging,1,Jogging,1
1514,1,Jogging,1,Jogging,1
1515,1,Jogging,1,Jogging,1
1516,1,Jogging,1,Jogging,1
1517,1,Jogging,1,Jogging,1
1518,1,Jogging,1,Jogging,1
1519,1,Jogging,1,Jogging,1
1520,1,Jogging,1,Jogging,1
1521,1,Jogging,1,Jogging,1
1522,1,Jogging,1,Jogging,1
1523,1,Jogging,1,Jogging,1
1524,1,Jogging,1,Jogging,1
1525,1,Jogging,1,Jogging,1
1526,1,Jogging,1,Jogging,1
1527,1,Jogging,1,Jogging,1
1528,1,Jogging,1,Jogging,1
1529,1,Jogging,1,Jogging,1
1530,4,Upstairs,5,Walking,0
1531,5,Walking,5,Walking,1
1532,5,Walking,5,Walking,1
1533,5,Walking,5,Walking,1
1534,5,Walking,5,Walking,1
1535,5,Walking,5,Walking,1
1536,5,Walking,5,Walking,1
1537,5,Walking,5,Walking,1
1538,5,Walking,5,Walking,1
1539,5,Walking,5,Walking,1
1540,5,Walking,5,Walking,1
1541,5,Walking,5,Walking,1
1542,5,Walking,5,Walking,1
1543,5,Walking,5,Walking,1
1544,5,Walking,5,Walking,1
1545,5,Walking,5,Walking,1
1546,5,Walking,5,Walking,1
1547,5,Walking,5,Walking,1
1548,5,Walking,5,Walking,1
1549,5,Walking,5,Walking,1
1550,5,Walking,5,Walking,1
1551,5,Walking,5,Walking,1
1552,5,Walking,5,Walking,1
1553,5,Walking,5,Walking,1
1554,5,Walking,5,Walking,1
1555,5,Walking,5,Walking,1
1556,5,Walking,5,Walking,1
1557,5,Walking,5,Walking,1
1558,5,Walking,5,Walking,1
1559,5,Walking,5,Walking,1
1560,5,Walking,5,Walking,1
1561,5,Walking,5,Walking,1
1562,5,Walking,5,Walking,1
1563,5,Walking,5,Walking,1
1564,5,Walking,5,Walking,1
1565,5,Walking,5,Walking,1
1566,5,Walking,5,Walking,1
1567,5,Walking,5,Walking,1
1568,5,Walking,5,Walking,1
1569,5,Walking,5,Walking,1
1570,5,Walking,5,Walking,1
1571,5,Walking,5,Walking,1
1572,5,Walking,5,Walking,1
1573,5,Walking,5,Walking,1
1574,5,Walking,5,Walking,1
1575,5,Walking,5,Walking,1
1576,5,Walking,5,Walking,1
